Report,Timeframe,Period,Type,Geography,Current Year Week Ending,ASP Current Year,Total Bulk and Bags,4046,4225,4770,TotalBagged,Sml Bagged,Lrg Bagged,X-Lrg Bagged,Unknown Bag Size
Category,Weekly,6,Organic,Miami/FT. Lauderdale,2026/02/08,1.416933673,82033.99792,94.28548202,737.1,0,81202.61244,81202.61244,0,0,0
Category,Weekly,5,Organic,Miami/FT. Lauderdale,2026/02/01,1.400566672,82071.06178,91.11313957,761.25,0,81218.69864,81215.94239,2.75625,0,0
Category,Weekly,4,Organic,Miami/FT. Lauderdale,2026/01/25,1.245976411,102536.6456,98.53473445,433.65,0,102004.4609,101957.6046,46.85625,0,0
Category,Weekly,3,Organic,Miami/FT. Lauderdale,2026/01/18,1.370630672,94402.35989,85.91890731,686.7,0,93629.74098,92926.89723,702.84375,0,0
Category,Weekly,2,Organic,Miami/FT. Lauderdale,2026/01/11,1.347054648,97739.66701,103.7603923,801.15,0,96834.75661,92907.10036,3927.65625,0,0
Category,Weekly,1,Organic,Miami/FT. Lauderdale,2026/01/04,1.286967771,100521.3096,156.8398995,518.7,0,99845.76966,86268.48216,13577.2875,0,0
Category,Weekly,12,Organic,Milwaukee,2026/03/22,1.542298063,14699.02845,349.0583951,2888.498837,0,11461.47121,11461.47121,0,0,0
Category,Weekly,11,Organic,Milwaukee,2026/03/15,1.662772402,14795.06621,229.6733091,3671.55815,0,10893.83475,10893.83475,0,0,0
Category,Weekly,10,Organic,Milwaukee,2026/03/08,1.632776697,14556.19636,186.7994295,3308.788167,0,11060.60876,11060.60876,0,0,0
Category,Weekly,9,Organic,Milwaukee,2026/03/01,1.684891507,14425.64099,195.1256776,3715.777004,0,10514.73831,10514.73831,0,0,0
Category,Weekly,8,Organic,Milwaukee,2026/02/22,1.700796722,13904.07221,240.3339322,3501.202187,0,10162.5361,10162.5361,0,0,0
Category,Weekly,7,Organic,Milwaukee,2026/02/15,1.688926496,13495.7935,313.9968464,3277.255398,0,9904.541259,9904.541259,0,0,0
Category,Weekly,6,Organic,Milwaukee,2026/02/08,1.629542447,15524.77473,468.7069338,3295.767384,0,11760.30041,11755.85973,4.440679032,0,0
Category,Weekly,5,Organic,Milwaukee,2026/02/01,1.604555765,15393.98691,1032.356379,2506.867828,0,11854.76271,11597.23849,257.5242171,0,0
Category,Weekly,4,Organic,Milwaukee,2026/01/25,1.682583665,15689.66994,1202.310915,2795.206443,0,11692.15258,11234.75813,457.3944526,0,0
Category,Weekly,3,Organic,Milwaukee,2026/01/18,1.636861863,13841.38943,247.9639522,2837.4994,0,10755.92608,10334.41838,421.5077014,0,0
Category,Weekly,2,Organic,Milwaukee,2026/01/11,1.703163964,15565.5456,271.2780421,4173.054057,0,11121.2135,10612.19862,509.0148813,0,0
Category,Weekly,1,Organic,Milwaukee,2026/01/04,1.698539618,13348.85395,160.915334,3652.196936,0,9535.741685,8945.155233,590.5864517,0,0
Category,Weekly,12,Organic,Minneapolis,2026/03/22,1.326948251,33757.67203,463.4502086,956.0894774,0,32338.13234,32338.13234,0,0,0
Category,Weekly,11,Organic,Minneapolis,2026/03/15,1.366549253,41963.95076,729.4756966,629.871975,0,40604.60309,40604.60309,0,0,0
Category,Weekly,10,Organic,Minneapolis,2026/03/08,1.343267674,41824.4113,581.4200309,848.0422652,0,40394.949,40394.949,0,0,0
Category,Weekly,9,Organic,Minneapolis,2026/03/01,1.340212904,39198.69291,491.7618411,884.7715081,0,37822.15956,37822.15956,0,0,0
Category,Weekly,8,Organic,Minneapolis,2026/02/22,1.347311495,40986.48705,406.319767,1041.151937,0,39539.01535,39539.01535,0,0,0
Category,Weekly,7,Organic,Minneapolis,2026/02/15,1.375323818,33390.64667,360.7021663,873.1384167,0,32156.80609,32156.80609,0,0,0
Category,Weekly,6,Organic,Minneapolis,2026/02/08,1.420030192,27598.39658,362.1543162,1101.775597,0,26134.46667,26134.46667,0,0,0
Category,Weekly,5,Organic,Minneapolis,2026/02/01,1.418071786,34304.52928,419.5753063,1443.369382,0,32441.58459,32441.58459,0,0,0
Category,Weekly,4,Organic,Minneapolis,2026/01/25,1.277521541,41625.05652,799.0694779,821.6275335,0,40004.35951,39996.09076,8.26875,0,0
Category,Weekly,3,Organic,Minneapolis,2026/01/18,1.376795794,32269.7804,416.7342048,653.1990198,0,31199.84718,31169.52843,30.31875,0,0
Category,Weekly,2,Organic,Minneapolis,2026/01/11,1.380311905,31557.43961,398.3091808,603.396041,0,30555.73439,29199.65939,1356.075,0,0
Category,Weekly,1,Organic,Minneapolis,2026/01/04,1.387947351,32916.92894,587.5930604,800.4496751,0,31528.8862,27926.46745,3602.41875,0,0
Category,Weekly,12,Organic,Nashville,2026/03/22,1.486268483,25197.22801,364.1413716,2712.586991,0,22120.49964,22120.49964,0,0,0
Category,Weekly,11,Organic,Nashville,2026/03/15,1.526291986,26514.67419,1090.975105,3467.555636,0,21956.14345,21956.14345,0,0,0
Category,Weekly,10,Organic,Nashville,2026/03/08,1.449717266,27256.6132,479.3311068,3057.425928,0,23719.85616,23719.85616,0,0,0
Category,Weekly,9,Organic,Nashville,2026/03/01,1.483757884,24668.13881,524.3344647,3349.610745,0,20794.1936,20794.1936,0,0,0
Category,Weekly,8,Organic,Nashville,2026/02/22,1.481148028,24560.1027,491.2360619,2634.10612,0,21434.76051,21434.76051,0,0,0
Category,Weekly,7,Organic,Nashville,2026/02/15,1.533081661,23002.71183,396.946841,3217.226238,0,19388.53875,19388.53875,0,0,0
Category,Weekly,6,Organic,Nashville,2026/02/08,1.477011328,23182.61454,566.8266838,3170.221111,0,19445.56675,19445.56675,0,0,0
Category,Weekly,5,Organic,Nashville,2026/02/01,1.558153622,15579.93777,896.647728,1253.079694,0,13430.21034,13426.01034,4.2,0,0
Category,Weekly,4,Organic,Nashville,2026/01/25,1.554283063,30528.68844,1270.393675,4642.638394,0,24615.65637,24612.90012,2.75625,0,0
Category,Weekly,3,Organic,Nashville,2026/01/18,1.549325948,26070.93942,1321.763335,3387.225292,0,21361.95079,20948.51329,413.4375,0,0
Category,Weekly,2,Organic,Nashville,2026/01/11,1.585517652,28814.13914,2436.813807,3117.743526,0,23259.5818,21567.2443,1692.3375,0,0
Category,Weekly,1,Organic,Nashville,2026/01/04,1.448381493,26898.12097,472.451624,4107.843347,0,22317.826,17684.56975,4633.25625,0,0
Category,Weekly,12,Organic,New Orleans/Mobile,2026/03/22,1.393984852,15241.20767,158.7590594,0,0,15082.44861,14276.95161,0,0,805.497
Category,Weekly,11,Organic,New Orleans/Mobile,2026/03/15,1.350299622,14540.5564,221.6006942,3.7799999,0,14315.1757,14315.1757,0,0,0
Category,Weekly,10,Organic,New Orleans/Mobile,2026/03/08,1.302916628,15388.93201,134.6266289,0,0,15254.30538,15254.30538,0,0,0
Category,Weekly,9,Organic,New Orleans/Mobile,2026/03/01,1.348974614,12929.22837,224.5687147,5.6700001,0,12698.98966,12698.98966,0,0,0
Category,Weekly,8,Organic,New Orleans/Mobile,2026/02/22,1.345585569,11989.22557,256.3879415,13.22999965,0,11719.60762,11719.60762,0,0,0
Category,Weekly,7,Organic,New Orleans/Mobile,2026/02/15,1.386741936,13428.10003,165.6681701,0,0,13262.43186,13248.65061,13.78125,0,0
Category,Weekly,6,Organic,New Orleans/Mobile,2026/02/08,1.363606868,17136.54246,240.5860077,6.61499995,0,16889.34146,16762.55396,126.7875,0,0
Category,Weekly,5,Organic,New Orleans/Mobile,2026/02/01,1.327897273,18554.04843,150.8629963,0,0,18403.18544,17408.17919,995.00625,0,0
Category,Weekly,4,Organic,New Orleans/Mobile,2026/01/25,1.342336647,20321.08877,185.8186753,4.725,0,20130.5451,19893.5076,237.0375,0,0
Category,Weekly,3,Organic,New Orleans/Mobile,2026/01/18,1.386048392,17339.14154,125.3266739,1.88999995,0,17211.92487,15553.97487,1657.95,0,0
Category,Weekly,2,Organic,New Orleans/Mobile,2026/01/11,1.350038055,18470.30946,276.3547602,4.725,0,18189.2297,16585.0922,1604.1375,0,0
Category,Weekly,1,Organic,New Orleans/Mobile,2026/01/04,1.305661591,17101.70293,152.1952407,3.7799999,0,16945.72769,12403.42769,4542.3,0,0
Category,Weekly,12,Organic,New York,2026/03/22,1.436825935,225337.2051,12737.21841,16164.31176,0,196435.6749,178042.377,2457.373278,0,15935.92467
Category,Weekly,11,Organic,New York,2026/03/15,1.429411513,237933.3442,13705.52588,16703.87461,0,207523.9437,188436.2914,2605.853656,0,16481.79864
Category,Weekly,10,Organic,New York,2026/03/08,1.370034441,264623.6906,11053.32858,18886.2743,0,234684.0877,217518.1477,1464.020177,0,15701.91983
Category,Weekly,9,Organic,New York,2026/03/01,1.386823419,223929.1864,18886.62865,18892.78135,0,186149.7764,171384.4886,1342.667511,0,13422.62035
Category,Weekly,8,Organic,New York,2026/02/22,1.38841667,256756.8675,14582.76595,17102.86745,0,225071.2341,205858.2529,0,0,19212.98123
Category,Weekly,7,Organic,New York,2026/02/15,1.39629285,215865.0721,18810.16155,17683.97069,0,179370.9398,164929.3824,0,0,14441.5574
Category,Weekly,6,Organic,New York,2026/02/08,1.399056142,223902.5252,16268.21359,17757.93752,0,189876.374,173275.8768,182.2843621,0,16418.21292
Category,Weekly,5,Organic,New York,2026/02/01,1.419153587,202209.0973,9014.044136,18998.45978,0,174196.5934,160599.4018,0,0,13597.1916
Category,Weekly,4,Organic,New York,2026/01/25,1.407578098,292547.3045,27358.08533,20620.46919,0,244568.75,225394.8808,0,0,19173.86913
Category,Weekly,3,Organic,New York,2026/01/18,1.438450366,216520.5071,21977.97846,18266.06018,0,176276.4685,160202.1666,143.8743898,0,15930.42751
Category,Weekly,2,Organic,New York,2026/01/11,1.421094006,241498.6423,24525.56904,20450.60977,0,196522.4635,178802.9999,738.675,0,16980.78852
Category,Weekly,1,Organic,New York,2026/01/04,1.4334074,211831.3537,8631.019454,17140.33632,0,186059.998,170170.1993,471.31875,0,15418.47991
Category,Weekly,12,Organic,Northern New England,2026/03/22,1.612848119,19303.7435,2207.910494,247.6589174,0,16848.17409,16808.04435,22.62347662,0,17.50626167
Category,Weekly,11,Organic,Northern New England,2026/03/15,1.595444241,21455.48492,2373.808756,215.1142565,0,18866.56191,18225.05792,605.1467098,0,36.35727896
Category,Weekly,10,Organic,Northern New England,2026/03/08,1.531931046,23581.55145,1960.293122,133.642432,0,21487.6159,20018.44085,1444.937899,0,24.23714675
Category,Weekly,9,Organic,Northern New England,2026/03/01,1.593319121,19972.53553,1651.097869,91.52732915,0,18229.91034,16390.11339,1806.796567,0,33.00037664
Category,Weekly,8,Organic,Northern New England,2026/02/22,1.60143842,20299.80364,1671.804322,173.3943256,0,18454.605,17124.80768,1286.70515,0,43.09216619
Category,Weekly,7,Organic,Northern New England,2026/02/15,1.762300316,18906.05886,1602.293846,127.9242536,0,17175.84076,15644.62778,1501.587898,0,29.62508632
Category,Weekly,6,Organic,Northern New England,2026/02/08,1.771276721,19041.47747,1520.893988,208.0194617,0,17312.56402,16777.18921,497.6723625,0,37.70245171
Category,Weekly,5,Organic,Northern New England,2026/02/01,1.848666828,18746.06203,2194.360555,188.5470811,0,16363.1544,13847.32933,2479.475054,0,36.35001708
Category,Weekly,4,Organic,Northern New England,2026/01/25,1.764535629,22563.27952,2058.405833,170.6142218,0,20334.25947,16365.07993,3936.857231,0,32.32230896
Category,Weekly,3,Organic,Northern New England,2026/01/18,1.86282748,18000.8326,2369.628814,204.0722,0,15427.13159,11574.10502,3826.094569,0,26.93199992
Category,Weekly,2,Organic,Northern New England,2026/01/11,1.812396043,20503.52249,2068.783465,184.3478402,0,18250.39119,15944.66412,2273.362472,0,32.3645965
Category,Weekly,1,Organic,Northern New England,2026/01/04,1.752804747,18976.31904,1445.219255,185.5342432,0,17345.56554,16858.87929,455.2592732,0,31.42697349
Category,Weekly,12,Organic,Omaha,2026/03/22,1.128555135,39599.40598,468.2272061,1284.883176,0,37846.29559,37627.76959,0,0,218.526
Category,Weekly,11,Organic,Omaha,2026/03/15,1.103793935,35215.79985,399.4057183,808.4995173,0,34007.89462,30196.39462,0,0,3811.5
Category,Weekly,10,Organic,Omaha,2026/03/08,1.480727207,10375.87946,826.5197329,903.4633894,0,8645.896341,4473.574341,0,0,4172.322
Category,Weekly,9,Organic,Omaha,2026/03/01,1.43545171,8859.603596,770.0838249,712.1608708,0,7377.358901,4445.044901,0,0,2932.314
Category,Weekly,8,Organic,Omaha,2026/02/22,1.362714893,5843.517722,523.7373862,723.6085036,0,4596.171832,4596.171832,0,0,0
Category,Weekly,7,Organic,Omaha,2026/02/15,1.384042988,5408.702994,526.1379049,847.3108501,0,4035.254239,4035.254239,0,0,0
Category,Weekly,6,Organic,Omaha,2026/02/08,1.484124234,5719.053694,717.096575,1311.231782,0,3690.725337,3690.725337,0,0,0
Category,Weekly,5,Organic,Omaha,2026/02/01,1.468794709,5739.413234,623.4702636,1399.565401,0,3716.377569,3716.377569,0,0,0
Category,Weekly,4,Organic,Omaha,2026/01/25,1.42627619,6023.019221,680.5477609,1313.305197,0,4029.166263,4004.360013,24.80625,0,0
Category,Weekly,3,Organic,Omaha,2026/01/18,1.415915126,7771.814336,633.5407344,1146.567986,0,5991.705615,5167.586865,824.11875,0,0
Category,Weekly,2,Organic,Omaha,2026/01/11,1.408884465,8249.025192,684.0208021,1290.421684,0,6274.582706,6274.582706,0,0,0
Category,Weekly,1,Organic,Omaha,2026/01/04,1.386834498,7826.726304,519.4347082,952.0433488,0,6355.248247,6355.248247,0,0,0
Category,Weekly,12,Organic,Orlando,2026/03/22,1.326723245,39954.00789,101.2678966,110.25,0,39742.49,39742.49,0,0,0
Category,Weekly,11,Organic,Orlando,2026/03/15,1.341355916,45753.98959,132.976485,136.5,0,45484.5131,45484.5131,0,0,0
Category,Weekly,10,Organic,Orlando,2026/03/08,1.288866704,59297.53366,149.4745982,166.95,0,58981.10906,58981.10906,0,0,0
Category,Weekly,9,Organic,Orlando,2026/03/01,1.347523873,50764.66707,119.5558446,153.3,0,50491.81123,50491.81123,0,0,0
Category,Weekly,8,Organic,Orlando,2026/02/22,1.462362098,46720.21403,128.9053581,84.73500005,0,46506.57367,46506.57367,0,0,0
Category,Weekly,7,Organic,Orlando,2026/02/15,1.485189407,43237.70716,169.596401,148.05,0,42920.06076,42920.06076,0,0,0
Category,Weekly,6,Organic,Orlando,2026/02/08,1.460605644,41694.64086,77.71004925,145.95,0,41470.98081,41470.98081,0,0,0
Category,Weekly,5,Organic,Orlando,2026/02/01,1.415555181,51256.12629,160.3912156,140.7,0,50955.03507,50944.01007,11.025,0,0
Category,Weekly,4,Organic,Orlando,2026/01/25,1.355780645,60939.26408,248.7269637,149.1,0,60541.43712,60489.06837,52.36875,0,0
Category,Weekly,3,Organic,Orlando,2026/01/18,1.443032136,49625.26348,243.1141638,127.05,0,49255.09932,46881.96807,2373.13125,0,0
Category,Weekly,2,Organic,Orlando,2026/01/11,1.396158126,59336.52176,199.8634498,157.5,0,58979.15831,49811.87081,9167.2875,0,0
Category,Weekly,1,Organic,Orlando,2026/01/04,1.338744114,57619.30879,173.8607581,119.7,0,57325.74804,45799.11054,11526.6375,0,0
Category,Weekly,12,Organic,Peoria/Springfield,2026/03/22,1.402086013,10679.48979,42.7668863,1018.010365,0,9618.71254,9618.71254,0,0,0
Category,Weekly,11,Organic,Peoria/Springfield,2026/03/15,1.368929808,11842.73867,76.53866945,902.9055955,0,10863.29441,10863.29441,0,0,0
Category,Weekly,10,Organic,Peoria/Springfield,2026/03/08,1.346981214,11825.89274,30.6821378,835.6343626,0,10959.57624,10959.57624,0,0,0
Category,Weekly,9,Organic,Peoria/Springfield,2026/03/01,1.413670986,11049.46138,46.49127956,937.4028627,0,10065.56724,10065.56724,0,0,0
Category,Weekly,8,Organic,Peoria/Springfield,2026/02/22,1.437650948,10841.6997,42.50670477,1079.208297,0,9719.984701,9719.984701,0,0,0
Category,Weekly,7,Organic,Peoria/Springfield,2026/02/15,1.454581315,9562.065482,33.22213505,986.5640614,0,8542.279285,8542.279285,0,0,0
Category,Weekly,6,Organic,Peoria/Springfield,2026/02/08,1.421576802,10426.06185,59.09947407,964.6755225,0,9402.286851,9402.286851,0,0,0
Category,Weekly,5,Organic,Peoria/Springfield,2026/02/01,1.367540685,11523.94258,40.97843246,990.3549745,0,10492.60918,10376.01606,116.5931208,0,0
Category,Weekly,4,Organic,Peoria/Springfield,2026/01/25,1.343935898,13176.29552,92.49942503,819.6132386,0,12264.18286,11957.61475,306.5681003,0,0
Category,Weekly,3,Organic,Peoria/Springfield,2026/01/18,1.456592223,10505.32145,493.4934967,633.5700148,0,9378.257935,8900.60179,477.6561449,0,0
Category,Weekly,2,Organic,Peoria/Springfield,2026/01/11,1.444984632,11733.85962,333.1367093,936.5914446,0,10464.13146,9328.815814,1135.315647,0,0
Category,Weekly,1,Organic,Peoria/Springfield,2026/01/04,1.376664589,9857.205354,209.8507882,574.6324034,0,9072.722162,8287.19252,785.529642,0,0
Category,Weekly,12,Organic,Philadelphia,2026/03/22,1.514594863,64822.3224,2590.449597,9222.839313,0,53009.03349,47782.30476,2946.952418,0,2279.776314
Category,Weekly,11,Organic,Philadelphia,2026/03/15,1.501074518,67919.04405,2669.386681,9188.896389,0,56060.76098,50502.59696,2810.668406,0,2747.495616
Category,Weekly,10,Organic,Philadelphia,2026/03/08,1.442121009,75199.56063,2671.999654,9576.178987,0,62951.38198,58149.85792,2256.757396,0,2544.766667
Category,Weekly,9,Organic,Philadelphia,2026/03/01,1.494841189,61777.21576,3758.707116,10428.70764,0,47589.801,43635.51289,1941.43244,0,2012.855668
Category,Weekly,8,Organic,Philadelphia,2026/02/22,1.456920967,69181.96737,3591.344196,10678.60551,0,54912.01766,52268.07122,0,0,2643.946443
Category,Weekly,7,Organic,Philadelphia,2026/02/15,1.467254897,57977.18423,3124.166948,10382.55672,0,44470.46056,42466.03578,0,0,2004.424783
Category,Weekly,6,Organic,Philadelphia,2026/02/08,1.429000363,63896.09531,3402.823056,10895.13669,0,49598.13557,47654.13816,0,0,1943.997402
Category,Weekly,5,Organic,Philadelphia,2026/02/01,1.482264689,53215.80247,1636.213376,11573.66597,0,40005.92313,38193.45985,0,0,1812.463274
Category,Weekly,4,Organic,Philadelphia,2026/01/25,1.4371109,84220.94597,4429.727311,13206.75255,0,66584.46611,63980.0106,19.29375,0,2585.161757
Category,Weekly,3,Organic,Philadelphia,2026/01/18,1.468082951,62553.36084,2752.580899,11348.32926,0,48452.45069,45901.04629,352.0373515,0,2199.367045
Category,Weekly,2,Organic,Philadelphia,2026/01/11,1.462182285,70408.11145,4169.387821,10881.7303,0,55356.99333,52140.33843,584.325,0,2632.329892
Category,Weekly,1,Organic,Philadelphia,2026/01/04,1.438059327,64086.81841,1558.605278,9808.904637,0,52719.30849,49726.50318,308.7,0,2684.105315
Category,Weekly,12,Organic,Phoenix/Tucson,2026/03/22,1.444516831,60288.74086,14339.24507,7825.987111,0,38123.50867,38123.50867,0,0,0
Category,Weekly,11,Organic,Phoenix/Tucson,2026/03/15,1.469695751,65075.53908,16789.62171,7602.521726,0,40683.39564,40683.39564,0,0,0
Category,Weekly,10,Organic,Phoenix/Tucson,2026/03/08,1.512367867,62426.29666,17574.12126,6501.534631,0,38350.64077,38350.64077,0,0,0
Category,Weekly,9,Organic,Phoenix/Tucson,2026/03/01,1.509222441,58070.95105,12711.21523,6619.137076,0,38740.59875,38737.44875,0,0,3.15
Category,Weekly,8,Organic,Phoenix/Tucson,2026/02/22,1.527248279,59012.4368,15850.49343,6049.949257,0,37111.99411,37111.99411,0,0,0
Category,Weekly,7,Organic,Phoenix/Tucson,2026/02/15,1.504299365,57388.67721,14229.96889,5688.361306,0,37470.34701,37470.34701,0,0,0
Category,Weekly,6,Organic,Phoenix/Tucson,2026/02/08,1.548893336,56961.32258,14204.45352,5324.890846,0,37431.97822,37429.22197,2.75625,0,0
Category,Weekly,5,Organic,Phoenix/Tucson,2026/02/01,1.516375024,54907.32657,14454.63531,3417.904485,0,37034.78678,37023.76178,11.025,0,0
Category,Weekly,4,Organic,Phoenix/Tucson,2026/01/25,1.497384417,54261.09952,11846.09418,5214.913467,0,37200.09187,37084.32937,115.7625,0,0
Category,Weekly,3,Organic,Phoenix/Tucson,2026/01/18,1.474225121,51756.4781,8455.54541,6189.797029,0,37111.13566,35239.64191,1871.49375,0,0
Category,Weekly,2,Organic,Phoenix/Tucson,2026/01/11,1.444844111,54159.30054,8836.654096,6637.637379,6.415429407,38678.59364,38518.73114,159.8625,0,0
Category,Weekly,1,Organic,Phoenix/Tucson,2026/01/04,1.623383812,48896.9216,11143.27124,6727.565539,0,31026.08482,31026.08482,0,0,0
Category,Weekly,12,Organic,Pittsburgh,2026/03/22,1.473343345,12722.96049,993.2198959,3.781002564,0,11725.9596,8884.659595,0,0,2841.3
Category,Weekly,11,Organic,Pittsburgh,2026/03/15,1.408149913,14463.39921,1163.24918,0,0,13300.15003,10983.85003,0,0,2316.3
Category,Weekly,10,Organic,Pittsburgh,2026/03/08,1.351635316,16013.6276,1044.17772,3.764766707,0,14965.68512,12342.78512,0,0,2622.9
Category,Weekly,9,Organic,Pittsburgh,2026/03/01,1.433883981,12795.43819,960.6968299,8.75882883,0,11825.98253,9704.982532,0,0,2121
Category,Weekly,8,Organic,Pittsburgh,2026/02/22,1.453495051,11853.02316,754.4893386,1.249927832,0,11097.2839,8568.883897,0,0,2528.4
Category,Weekly,7,Organic,Pittsburgh,2026/02/15,1.432902804,10113.16015,814.380762,8.759484131,0,9290.019906,7799.019906,0,0,1491
Category,Weekly,6,Organic,Pittsburgh,2026/02/08,1.482979578,10693.48836,872.8850836,0,0,9820.603275,7386.703275,0,0,2433.9
Category,Weekly,5,Organic,Pittsburgh,2026/02/01,1.426085386,8999.222417,655.2776786,4.986205778,0,8338.958533,6784.958533,0,0,1554
Category,Weekly,4,Organic,Pittsburgh,2026/01/25,1.357541312,17718.54984,1125.380475,3.759000124,0,16589.41037,13707.55412,2.75625,0,2879.1
Category,Weekly,3,Organic,Pittsburgh,2026/01/18,1.427339165,13257.58533,928.5227531,1.25322777,0,12327.80935,10378.22185,170.8875,0,1778.7
Category,Weekly,2,Organic,Pittsburgh,2026/01/11,1.386404834,13663.95618,962.4366669,2.506844868,0,12699.01267,11088.18142,79.93125,0,1530.9
Category,Weekly,1,Organic,Pittsburgh,2026/01/04,1.275603165,13999.54854,925.2908951,2.508971076,0,13071.74867,13071.74867,0,0,0
Category,Weekly,12,Organic,Portland,2026/03/22,1.768385522,62822.32519,2611.275449,19193.22129,0,41017.82845,41017.82845,0,0,0
Category,Weekly,11,Organic,Portland,2026/03/15,1.778187766,66718.39766,2599.453009,19886.9592,0,44231.98545,44231.98545,0,0,0
Category,Weekly,10,Organic,Portland,2026/03/08,1.809711193,75620.56477,1827.618475,20987.91681,0,52805.02949,52805.02949,0,0,0
Category,Weekly,9,Organic,Portland,2026/03/01,2.062794007,67807.05076,1028.400361,16955.01569,0,49823.63472,49823.63472,0,0,0
Category,Weekly,8,Organic,Portland,2026/02/22,1.997716548,61250.0776,207.2626309,14750.49621,0,46292.31876,46292.31876,0,0,0
Category,Weekly,7,Organic,Portland,2026/02/15,2.074888234,58463.01579,176.6079217,16589.65223,0,41696.75564,41696.75564,0,0,0
Category,Weekly,6,Organic,Portland,2026/02/08,2.049219156,69135.87448,201.2040561,16597.03399,0,52337.63644,52337.63644,0,0,0
Category,Weekly,5,Organic,Portland,2026/02/01,2.009982672,57304.7315,168.6546616,15231.6831,0,41904.39374,41904.39374,0,0,0
Category,Weekly,4,Organic,Portland,2026/01/25,2.066732482,65899.44004,177.5752559,18913.56897,0,46808.29582,46800.02707,8.26875,0,0
Category,Weekly,3,Organic,Portland,2026/01/18,2.097121928,65702.54248,158.7010381,19940.16272,0,45603.67872,45096.52872,507.15,0,0
Category,Weekly,2,Organic,Portland,2026/01/11,2.059961219,67129.01127,222.0472551,22464.7931,0,44442.17091,44420.12091,22.05,0,0
Category,Weekly,1,Organic,Portland,2026/01/04,2.046154489,69427.37333,150.0066474,23065.80974,0,46211.55695,45828.4382,383.11875,0,0
Category,Weekly,12,Organic,Providence,2026/03/22,1.335426237,9950.634373,8.193076405,9.558589321,0,9932.882707,9932.882707,0,0,0
Category,Weekly,11,Organic,Providence,2026/03/15,1.296521663,11533.3928,13.2509986,16.5052189,0,11503.63658,11316.96801,186.668572,0,0
Category,Weekly,10,Organic,Providence,2026/03/08,1.259005905,12790.35726,12.63907628,6.852511192,0,12770.86567,12023.45608,747.4095869,0,0
Category,Weekly,9,Organic,Providence,2026/03/01,1.311841945,10401.19323,25.77250107,6.717438663,0,10368.70329,9737.186238,631.5170518,0,0
Category,Weekly,8,Organic,Providence,2026/02/22,1.296390052,10570.69498,2.75104995,13.43487072,0,10554.50905,10335.08461,219.4244491,0,0
Category,Weekly,7,Organic,Providence,2026/02/15,1.305465237,9354.810626,1.378301415,11.02641132,0,9342.405913,8916.437055,425.9688582,0,0
Category,Weekly,6,Organic,Providence,2026/02/08,1.296788447,10470.13006,1.377977201,13.34679496,0,10455.40529,10306.98847,148.4168199,0,0
Category,Weekly,5,Organic,Providence,2026/02/01,1.30054002,9301.169932,0,14.04192912,0,9287.128003,8767.180603,519.9473999,0,0
Category,Weekly,4,Organic,Providence,2026/01/25,1.274091467,12521.32756,10.26632109,11.18386907,0,12499.87737,11076.03728,1423.840093,0,0
Category,Weekly,3,Organic,Providence,2026/01/18,1.340647266,8589.291464,17.32675442,8.30035808,0,8563.664352,7260.438276,1303.226076,0,0
Category,Weekly,2,Organic,Providence,2026/01/11,1.305416934,10223.42791,14.91105204,16.21993985,0,10192.29692,9403.386786,788.9101321,0,0
Category,Weekly,1,Organic,Providence,2026/01/04,1.223940412,8874.662279,2.763036205,4.144554491,0,8867.754689,8793.454739,74.29994938,0,0
Category,Weekly,12,Organic,Raleigh/Greensboro,2026/03/22,1.408808117,50421.93797,335.8359991,1368.63247,29.99882884,48687.47067,47246.87067,0,0,1440.6
Category,Weekly,11,Organic,Raleigh/Greensboro,2026/03/15,1.38061693,55417.89214,353.4073935,1675.056265,22.7607258,53366.66775,52041.56775,0,0,1325.1
Category,Weekly,10,Organic,Raleigh/Greensboro,2026/03/08,1.472169279,53040.72443,882.1322013,1272.312619,24.82568669,50861.45392,49668.65392,0,0,1192.8
Category,Weekly,9,Organic,Raleigh/Greensboro,2026/03/01,1.497375102,51887.4462,329.9755398,1611.967358,15.51010075,49929.9932,48478.8932,0,0,1451.1
Category,Weekly,8,Organic,Raleigh/Greensboro,2026/02/22,1.488816885,51043.85,286.6566918,1496.179248,32.0375093,49228.97655,47979.47655,0,0,1249.5
Category,Weekly,7,Organic,Raleigh/Greensboro,2026/02/15,1.485076657,49866.86907,167.0716885,1586.719863,8.267933274,48104.80959,47103.10959,0,0,1001.7
Category,Weekly,6,Organic,Raleigh/Greensboro,2026/02/08,1.361295211,51151.36357,134.369324,1518.554508,10.33119355,49488.10854,48385.60854,0,0,1102.5
Category,Weekly,5,Organic,Raleigh/Greensboro,2026/02/01,1.540349873,47676.36609,679.5095526,1586.673046,20.68189209,45389.5016,44545.3016,0,0,844.2
Category,Weekly,4,Organic,Raleigh/Greensboro,2026/01/25,1.423590577,61352.21115,663.1218246,1300.813024,22.78184832,59365.49445,59197.49445,0,0,168
Category,Weekly,3,Organic,Raleigh/Greensboro,2026/01/18,1.420942447,45262.29906,366.4045814,1576.035727,25.89526892,43293.96348,42995.76348,0,0,298.2
Category,Weekly,2,Organic,Raleigh/Greensboro,2026/01/11,1.431254492,55368.66404,362.3219487,1589.507977,17.60540868,53399.22871,53399.22871,0,0,0
