Report,Timeframe,Period,Type,Geography,Current Year Week Ending,ASP Current Year,Total Bulk and Bags,4046,4225,4770,TotalBagged,Sml Bagged,Lrg Bagged,X-Lrg Bagged,Unknown Bag Size
Category,Weekly,29,Conventional,Harrisburg/Scranton,2025/07/20,1.018110757,535259.4696,218619.1255,90756.69924,466.9781626,225416.6667,201010.7902,5211.9375,16644.69349,2549.245586
Category,Weekly,28,Conventional,Harrisburg/Scranton,2025/07/13,1.034174362,562708.9712,244031.16,110088.1959,848.6989866,207740.9164,184882.7192,8032.2375,12372.12718,2453.832478
Category,Weekly,27,Conventional,Harrisburg/Scranton,2025/07/06,1.045221931,559485.6207,231439.568,95111.14084,585.4379016,232349.474,197981.1483,14470.96875,15482.17843,4415.178561
Category,Weekly,26,Conventional,Harrisburg/Scranton,2025/06/29,1.104512089,513902.6877,213695.3947,94629.8553,813.8362079,204763.6015,165518.1497,22726.725,11250.00128,5268.725606
Category,Weekly,25,Conventional,Harrisburg/Scranton,2025/06/22,1.072489627,566708.4538,268470.6108,96530.5123,676.6837863,201030.6469,168962.062,20181.65625,9157.771481,2729.157149
Category,Weekly,24,Conventional,Harrisburg/Scranton,2025/06/15,1.119213326,547966.3212,245414.8349,86031.68313,612.9332987,215906.8699,175924.7436,26706.35625,8927.899894,4347.870139
Category,Weekly,23,Conventional,Harrisburg/Scranton,2025/06/08,1.103910509,535904.8043,253197.2081,64887.13004,857.4738242,216962.9924,180396.353,25907.9625,4245.485418,6413.191451
Category,Weekly,22,Conventional,Harrisburg/Scranton,2025/06/01,1.109024063,503162.3298,227269.6894,56795.15545,716.5404483,218380.9445,186816.7808,24305.6625,3392.69215,3865.809012
Category,Weekly,21,Conventional,Harrisburg/Scranton,2025/05/25,1.084789017,571155.0008,264255.2627,62755.61637,650.7910786,243493.3307,212788.4315,22846.29375,3329.017855,4529.587534
Category,Weekly,20,Conventional,Harrisburg/Scranton,2025/05/18,1.077067997,570001.8123,266391.0219,54807.43787,619.826508,248183.526,228198.9098,14308.0875,408.7357868,5267.792858
Category,Weekly,19,Conventional,Harrisburg/Scranton,2025/05/11,1.098723947,630003.4512,321035.5738,66579.15199,583.5318532,241805.1936,222678.2985,9498.16875,44.1,9584.626358
Category,Weekly,18,Conventional,Harrisburg/Scranton,2025/05/04,1.105302486,614334.7318,318685.5565,56443.16943,624.356642,238581.6492,213521.6353,18530.1375,58.82180232,6471.054592
Category,Weekly,17,Conventional,Harrisburg/Scranton,2025/04/27,1.084125138,562829.5002,283147.9621,48287.01833,511.6271064,230882.8927,217466.23,8414.9625,0,5001.700147
Category,Weekly,16,Conventional,Harrisburg/Scranton,2025/04/20,1.095627981,561501.174,287769.892,51665.47973,502.4960024,221563.3063,204432.1163,11826.675,2.75625,5301.758714
Category,Weekly,15,Conventional,Harrisburg/Scranton,2025/04/13,1.072144149,596901.5204,301489.2566,57318.24006,500.2621133,237593.7616,222664.1474,8812.628627,22.05,6094.93552
Category,Weekly,14,Conventional,Harrisburg/Scranton,2025/04/06,1.071319879,610000.2577,304361.6819,65769.40744,526.9407696,239342.2276,217086.692,19161.975,66.54375,3027.016803
Category,Weekly,13,Conventional,Harrisburg/Scranton,2025/03/30,1.105951362,566994.9283,260870.0238,79071.78515,491.0099009,226562.1095,198015.0514,25271.00625,30.31875,3245.733064
Category,Weekly,12,Conventional,Harrisburg/Scranton,2025/03/23,1.10143527,572863.4916,280197.7699,57048.0806,605.2320046,235012.409,209407.3591,20337.05625,101.98125,5166.012428
Category,Weekly,11,Conventional,Harrisburg/Scranton,2025/03/16,1.081069443,538664.3612,245847.8056,49470.1607,606.0409323,242740.3539,228650.5043,11108.7375,5.983906817,2975.128169
Category,Weekly,10,Conventional,Harrisburg/Scranton,2025/03/09,1.053494301,601603.0317,263288.3167,61426.89523,713.3046131,276174.5152,267544.1937,5000.23125,2.75625,3627.333967
Category,Weekly,9,Conventional,Harrisburg/Scranton,2025/03/02,1.13031832,528811.9736,237301.9311,54395.65081,611.5858929,236502.8057,222522.5198,6598.85625,2.75625,7378.673461
Category,Weekly,8,Conventional,Harrisburg/Scranton,2025/02/23,1.179067065,525264.9249,243254.6614,53195.92613,502.4344118,228311.903,197553.1086,22870.70625,11.025,7877.063168
Category,Weekly,7,Conventional,Harrisburg/Scranton,2025/02/16,1.175473025,578276.9599,294396.4573,61246.27551,556.8640917,222077.363,185365.4257,28994.30625,11.025,7706.605963
Category,Weekly,6,Conventional,Harrisburg/Scranton,2025/02/09,1.176827987,652907.2202,324043.9829,79821.22401,1090.650655,247951.3627,226338.4156,13607.34375,0,8005.603292
Category,Weekly,5,Conventional,Harrisburg/Scranton,2025/02/02,1.190595198,524104.39,224625.4256,60208.09822,527.9729368,238742.8933,215812.5631,16238.90625,5.5125,6685.911361
Category,Weekly,4,Conventional,Harrisburg/Scranton,2025/01/26,1.120067153,535135.5086,242273.6992,61270.99428,660.6702985,230930.1448,195844.3595,29208.50625,397.0848587,5480.194154
Category,Weekly,3,Conventional,Harrisburg/Scranton,2025/01/19,1.07844648,610003.9672,277850.2899,77023.43441,759.2195968,254371.0233,231752.482,11932.4625,3512.435386,7173.643476
Category,Weekly,2,Conventional,Harrisburg/Scranton,2025/01/12,1.068362202,600214.8268,301662.5907,72214.79354,508.8910564,225828.5515,196286.6315,18859.8375,2894.830061,7787.252437
Category,Weekly,1,Conventional,Harrisburg/Scranton,2025/01/05,1.066558668,599413.0883,311232.3578,77908.46603,492.5314661,209779.733,177731.372,19737.50625,4282.888712,8027.96603
Category,Weekly,52,Conventional,Hartford/Springfield,2025/12/28,0.960169395,466234.7214,100016.9162,182356.5882,486.8300703,183374.3869,155261.4915,10835.48942,10087.54129,7189.864714
Category,Weekly,51,Conventional,Hartford/Springfield,2025/12/21,1.002012847,496538.4166,93621.08235,198723.0387,821.3752567,203372.9202,179686.2361,9908.71875,7377.773163,6400.192257
Category,Weekly,50,Conventional,Hartford/Springfield,2025/12/14,0.921118946,524811.4244,108767.398,201010.3947,438.5130984,214595.1187,201013.2119,8029.74375,2501.057558,3051.10551
Category,Weekly,49,Conventional,Hartford/Springfield,2025/12/07,0.96654478,572979.1043,141405.5609,226329.9539,665.1003876,204578.4892,191268.8689,7631.1375,1258.336697,4420.146053
Category,Weekly,48,Conventional,Hartford/Springfield,2025/11/30,1.013639379,430365.6927,81881.88122,164217.6168,286.134176,183980.0604,170165.7289,10771.81875,831.0685808,2211.444261
Category,Weekly,47,Conventional,Hartford/Springfield,2025/11/23,0.885439375,564192.6332,115976.726,221928.8506,370.916891,225916.1397,206859.9795,15207.54375,1089.547179,2759.06923
Category,Weekly,46,Conventional,Hartford/Springfield,2025/11/16,0.947507195,559750.9911,130526.8298,205379.8923,1312.790923,222531.4781,203001.275,15658.51513,1175.504901,2696.183116
Category,Weekly,45,Conventional,Hartford/Springfield,2025/11/09,0.920201603,557525.3196,143624.5855,182548.9318,826.5305258,230525.2717,219456.938,5935.731654,2542.42336,2590.178652
Category,Weekly,44,Conventional,Hartford/Springfield,2025/11/02,0.991784316,535238.948,148957.7239,173854.9165,1254.047318,211172.2603,193200.9402,9191.265044,5815.587486,2964.46756
Category,Weekly,43,Conventional,Hartford/Springfield,2025/10/26,0.955002483,522872.4634,144834.8241,175410.4136,838.2657662,201788.96,181765.8491,1763.2125,15420.10489,2839.793535
Category,Weekly,42,Conventional,Hartford/Springfield,2025/10/19,1.005281637,508531.0983,125596.634,180279.9936,962.1133629,201692.3574,190241.3342,3068.1,5646.450431,2736.472763
Category,Weekly,41,Conventional,Hartford/Springfield,2025/10/12,0.974869295,558724.2839,145216.3584,178259.8342,604.0913315,234643.9999,217119.684,4001.94375,11227.03648,2295.335752
Category,Weekly,40,Conventional,Hartford/Springfield,2025/10/05,1.071511464,550609.0209,124518.4333,215018.7532,943.4693132,210128.3652,194269.2539,6387.9375,7006.71483,2464.458919
Category,Weekly,39,Conventional,Hartford/Springfield,2025/09/28,1.076540724,513403.8623,129484.9364,165902.0213,867.4394405,217149.4651,204404.7503,5273.625,5552.993061,1918.096789
Category,Weekly,38,Conventional,Hartford/Springfield,2025/09/21,1.009555065,524665.384,154165.3726,172159.2139,615.5611896,197725.2363,181372.2649,5570.25,8625.292189,2157.429284
Category,Weekly,37,Conventional,Hartford/Springfield,2025/09/14,1.07430938,514836.1825,142565.2723,169380.087,944.9958729,201945.8274,174667.6174,16448.91503,7932.390268,2896.904767
Category,Weekly,36,Conventional,Hartford/Springfield,2025/09/07,0.998275101,565097.6399,173214.1258,179182.4812,657.350592,212043.6822,190876.8555,5711.955745,12703.50165,2751.369353
Category,Weekly,35,Conventional,Hartford/Springfield,2025/08/31,1.122743033,475523.2385,121060.931,152713.525,771.4350309,200977.3475,190009.2501,1877.319879,6001.59894,3089.178523
Category,Weekly,34,Conventional,Hartford/Springfield,2025/08/24,0.943067612,569986.4641,190859.4349,186821.5435,1098.138323,191207.3473,168322.4907,7010.845232,13341.60012,2532.411256
Category,Weekly,33,Conventional,Hartford/Springfield,2025/08/17,1.106240375,498103.9335,113292.6291,171109.7799,4067.319407,209634.2051,198293.6015,2161.6875,6634.133416,2544.782635
Category,Weekly,32,Conventional,Hartford/Springfield,2025/08/10,1.025724148,554317.0071,163741.1494,165974.3698,796.8861919,223804.6018,202987.0834,1352.1375,16687.01177,2778.369117
Category,Weekly,31,Conventional,Hartford/Springfield,2025/08/03,1.031142407,575180.9753,157854.5086,215134.8,1387.847116,200803.8196,186429.8569,1174.95,10839.36122,2359.651543
Category,Weekly,30,Conventional,Hartford/Springfield,2025/07/27,1.088613418,488129.2453,132203.5076,146757.9468,438.8720371,208728.919,193328.3226,2131.36875,10415.64733,2853.580303
Category,Weekly,29,Conventional,Hartford/Springfield,2025/07/20,1.035465774,541879.9157,171942.9806,165782.7057,396.9288743,203757.3006,188925.6605,3676.70625,8160.208692,2994.725222
Category,Weekly,28,Conventional,Hartford/Springfield,2025/07/13,1.116384317,582845.3022,154470.8982,210872.7504,1097.939623,216403.714,201647.0812,4569.075,7158.922386,3028.635436
Category,Weekly,27,Conventional,Hartford/Springfield,2025/07/06,1.235287878,537695.9568,139200.7687,167708.153,626.7341719,230160.301,212078.7701,12448.14375,2771.549593,2861.837571
Category,Weekly,26,Conventional,Hartford/Springfield,2025/06/29,1.217529988,504065.2072,134389.6298,170030.5165,769.3261076,198875.7348,183267.0773,9935.49375,2823.391602,2849.772172
Category,Weekly,25,Conventional,Hartford/Springfield,2025/06/22,1.135410657,528493.3088,144882.1596,181559.1004,840.9310108,201211.1177,189284.2137,6869.3625,2091.386439,2966.15508
Category,Weekly,24,Conventional,Hartford/Springfield,2025/06/15,1.12206666,551605.8806,192105.4836,155286.4077,575.4543571,203638.5349,194843.5483,4513.6875,988.70625,3292.592881
Category,Weekly,23,Conventional,Hartford/Springfield,2025/06/08,1.260265102,545031.9531,188718.2226,137901.2646,990.9035679,217421.5623,208879.9168,5254.9875,79.5375,3207.120507
Category,Weekly,22,Conventional,Hartford/Springfield,2025/06/01,1.243834593,499560.3992,176548.1342,128456.8841,802.5627366,193752.8181,179650.0201,11004.39375,2.75625,3095.648036
Category,Weekly,21,Conventional,Hartford/Springfield,2025/05/25,1.119518666,583616.8277,203549.9564,134468.4657,537.0202965,245061.3853,226360.0547,15346.0125,2.75625,3352.561885
Category,Weekly,20,Conventional,Hartford/Springfield,2025/05/18,1.183246907,546088.9867,192474.8594,124094.795,588.60411,228930.7281,213361.8371,12043.36875,0,3525.522307
Category,Weekly,19,Conventional,Hartford/Springfield,2025/05/11,1.07290277,608824.629,237621.5239,164658.4357,513.3355084,206031.3338,185801.2472,15962.23125,31.10625,4236.749091
Category,Weekly,18,Conventional,Hartford/Springfield,2025/05/04,1.197650827,622723.8301,201284.5861,188636.8268,935.0686266,231867.3486,208743.2862,19431.95625,24.80625,3667.299917
Category,Weekly,17,Conventional,Hartford/Springfield,2025/04/27,1.345067945,476406.6274,149887.946,101681.5575,406.6523416,224430.4715,207017.0765,13771.5375,0,3641.857557
Category,Weekly,16,Conventional,Hartford/Springfield,2025/04/20,1.305505298,471016.3234,164134.4557,109805.6359,544.6535957,196531.5781,185836.8202,6627.46875,2.75625,4064.532912
Category,Weekly,15,Conventional,Hartford/Springfield,2025/04/13,1.357814143,464654.8799,154456.3674,103067.8452,469.5198064,206661.1475,189632.3573,13338.9375,0,3689.852614
Category,Weekly,14,Conventional,Hartford/Springfield,2025/04/06,1.175235053,588942.6666,223388.8269,159067.8231,513.977261,205972.0394,189927.868,12351.80625,2.75625,3689.608848
Category,Weekly,13,Conventional,Hartford/Springfield,2025/03/30,1.350896957,469251.4495,145191.0205,109558.6436,499.6311108,214002.1543,196700.154,14157.28125,35.83125,3108.887778
Category,Weekly,12,Conventional,Hartford/Springfield,2025/03/23,1.291022304,515680.6588,173854.9401,139155.9211,679.3699515,201990.4277,191016.2527,7630.6125,13.78125,3329.781278
Category,Weekly,11,Conventional,Hartford/Springfield,2025/03/16,1.310602946,487523.5026,149684.1932,111956.1075,551.4200837,225331.7818,202067.789,20015.06311,2.75625,3246.173487
Category,Weekly,10,Conventional,Hartford/Springfield,2025/03/09,1.163191662,634485.231,190303.363,203915.7205,951.1542202,239314.9933,224741.7022,9433.676507,0,5139.614587
Category,Weekly,9,Conventional,Hartford/Springfield,2025/03/02,1.306938102,477132.3891,143366.1456,125724.4298,533.3171193,207508.4966,195200.514,9140.954115,8.64165365,3158.386845
Category,Weekly,8,Conventional,Hartford/Springfield,2025/02/23,1.3072417,468137.7968,152855.9399,128622.9468,515.6452687,186143.2648,175296.3001,7656.308371,0,3190.656382
Category,Weekly,7,Conventional,Hartford/Springfield,2025/02/16,1.059413495,567968.9363,218388.616,172468.4698,583.446477,176528.4041,167059.841,6809.482953,2.75625,2656.323815
Category,Weekly,6,Conventional,Hartford/Springfield,2025/02/09,1.127602763,654340.4313,226343.6269,221023.0841,1207.53401,205766.1863,189666.693,12334.54544,8.6625,3756.285369
Category,Weekly,5,Conventional,Hartford/Springfield,2025/02/02,1.12807122,546313.229,180044.7389,163033.1424,397.3815253,202837.9662,190063.758,10071.92333,8.393205645,2693.891718
Category,Weekly,4,Conventional,Hartford/Springfield,2025/01/26,1.243936881,463311.9816,130719.5211,130875.5586,478.1375736,201238.7643,189960.6548,8461.227351,22.05,2794.832132
Category,Weekly,3,Conventional,Hartford/Springfield,2025/01/19,1.048855692,589149.6704,197200.5074,198140.8132,635.5555568,193172.7943,181444.1456,8726.93317,44.59806572,2957.117535
Category,Weekly,2,Conventional,Hartford/Springfield,2025/01/12,1.204889066,490347.5506,170952.8321,126450.0741,453.2168605,192491.4276,178155.8483,10705.97062,65.38993471,3564.218702
Category,Weekly,1,Conventional,Hartford/Springfield,2025/01/05,1.072755725,573546.6655,212476.9795,171331.2857,428.2706077,189310.1296,176455.7377,9393.505532,31.0637155,3429.822655
Category,Weekly,52,Conventional,Houston,2025/12/28,0.862266033,1066762.912,510747.9255,148650.6571,1573.836711,405790.4928,339760.8468,28927.7625,24652.61196,12449.27156
Category,Weekly,51,Conventional,Houston,2025/12/21,0.892542141,1096414.58,524069.2205,129705.7498,1282.486045,441357.1234,378877.1554,23467.10625,25583.74062,13429.12107
Category,Weekly,50,Conventional,Houston,2025/12/14,0.875914328,1181735.969,614478.3386,127089.3172,2090.545205,438077.7679,366471.7903,29360.1,26447.68395,15798.19367
Category,Weekly,49,Conventional,Houston,2025/12/07,0.831166678,1182459.918,589906.1845,148138.6366,1788.781544,442626.3156,355997.7218,45625.78125,27350.95385,13651.85871
Category,Weekly,48,Conventional,Houston,2025/11/30,0.866330721,1053121.735,525115.1013,106380.3926,1333.614088,420292.6275,353310.3312,34290.9,18872.27014,13819.12613
Category,Weekly,47,Conventional,Houston,2025/11/23,0.856558689,1144376.504,591683.1217,91481.52718,1093.191301,460118.664,385642.5871,40838.04375,15927.55078,17710.48241
Category,Weekly,46,Conventional,Houston,2025/11/16,0.853712775,1192038.084,588900.3041,144178.7361,1066.98294,457892.0606,389446.3496,35351.21434,15598.46286,17496.03375
Category,Weekly,45,Conventional,Houston,2025/11/09,0.884072922,1219277.849,607459.3588,165197.3774,1253.377036,445367.7355,370800.3661,37850.74445,17859.48766,18857.13733
Category,Weekly,44,Conventional,Houston,2025/11/02,0.930867633,1201043.244,614367.8785,146800.7225,2104.091382,437770.5519,370680.3684,31761.88913,14666.22322,20662.07116
Category,Weekly,43,Conventional,Houston,2025/10/26,0.964991854,1202517.023,592819.3645,159876.2427,2568.15088,447253.2648,378439.0688,30700.95,15089.56414,23023.68185
Category,Weekly,42,Conventional,Houston,2025/10/19,0.913623165,1200575.048,636162.8118,136572.1331,952.5471173,426887.5558,355768.2695,29900.0625,15740.87692,25478.34696
Category,Weekly,41,Conventional,Houston,2025/10/12,0.94248387,1158849.723,593284.9319,152344.2554,1061.313235,412159.2229,335298.2726,38891.08125,13360.64468,24609.22439
Category,Weekly,40,Conventional,Houston,2025/10/05,0.971986804,1162012.769,605190.358,137038.8065,1128.047897,418655.5566,286457.6798,89511.05625,20955.48835,21731.33214
Category,Weekly,39,Conventional,Houston,2025/09/28,0.978985037,1175009.445,642175.7817,126656.6947,1456.04703,404720.9213,305961.0784,53223.05625,11928.29614,33608.49056
Category,Weekly,38,Conventional,Houston,2025/09/21,0.965744577,1123613.719,605942.0965,95287.70581,1202.057172,421181.8593,337079.981,44280.54512,18477.68093,21343.6522
Category,Weekly,37,Conventional,Houston,2025/09/14,0.980514796,1200310.221,623273.5681,116101.3743,614.2419095,460321.0372,335306.5457,82629.47184,23892.48246,18492.53722
Category,Weekly,36,Conventional,Houston,2025/09/07,1.020223272,1185764.729,600082.3221,155369.8976,778.5615419,429533.9477,323508.2718,60153.54965,25283.41461,20588.71163
Category,Weekly,35,Conventional,Houston,2025/08/31,1.00726149,1105259.671,589217.6446,108201.1071,418.5322881,407422.3864,313524.4202,55411.46754,15352.00537,23134.49338
Category,Weekly,34,Conventional,Houston,2025/08/24,1.010159339,1119515.813,599076.024,133005.4823,1042.623024,386391.6837,273366.8451,61476.01599,26269.4192,25279.40335
Category,Weekly,33,Conventional,Houston,2025/08/17,0.994565676,1207957.658,607200.7424,158726.2614,811.7963158,441218.858,326248.7014,59849.08125,29370.11838,25750.95697
Category,Weekly,32,Conventional,Houston,2025/08/10,1.032417365,1195160.333,597896.9962,150771.7114,525.6468318,445965.9781,317961.848,73402.68143,29619.57644,24981.87228
Category,Weekly,31,Conventional,Houston,2025/08/03,1.023239581,1171693.865,638404.0892,98981.90553,796.6388188,433511.2311,320156.562,55513.79305,30861.7059,26979.17021
Category,Weekly,30,Conventional,Houston,2025/07/27,1.056683815,1122174.462,558608.8702,183801.6664,771.1511408,378992.7739,253080.6474,64536.4125,34262.03234,27113.6817
Category,Weekly,29,Conventional,Houston,2025/07/20,1.012276129,1263444.851,711935.266,156804.3602,791.7237418,393913.501,278474.0667,54073.55625,34799.21834,26566.65973
Category,Weekly,28,Conventional,Houston,2025/07/13,1.09533839,1104775.091,690730.502,81809.02135,1023.543927,331212.0242,251559.8396,19629.09375,32241.62301,27781.4678
Category,Weekly,27,Conventional,Houston,2025/07/06,1.149989516,1142137.518,681934.1948,130769.2312,925.9294392,328508.1628,252070.5573,18855.98307,32430.4559,25151.16646
Category,Weekly,26,Conventional,Houston,2025/06/29,1.123015641,1136245.654,682909.979,125133.0718,1003.936773,327198.6665,276338.4646,1711.565089,25143.88595,24004.75091
Category,Weekly,25,Conventional,Houston,2025/06/22,1.069268449,1121838.82,679679.302,66913.31969,779.9763651,374466.2214,322991.6449,131.775,29702.75179,21640.04978
Category,Weekly,24,Conventional,Houston,2025/06/15,1.090536366,1125605.193,706275.0292,70424.09206,15823.70163,333082.3699,282299.769,262.545925,25604.90976,24915.14523
Category,Weekly,23,Conventional,Houston,2025/06/08,1.060060706,1232757.166,807733.2382,63021.69176,22644.76558,339357.4705,279156.4252,13483.63031,21060.14124,25657.2738
Category,Weekly,22,Conventional,Houston,2025/06/01,1.06881349,1178203.993,786376.1503,63925.23763,22143.74268,305758.8625,244422.691,22731.1875,15032.5875,23572.39654
Category,Weekly,21,Conventional,Houston,2025/05/25,1.083667727,1173712.025,772059.1642,69628.08503,23681.91431,308342.8612,249575.6442,39231.9375,1882.51875,17652.76077
Category,Weekly,20,Conventional,Houston,2025/05/18,1.067233451,1209984.536,790367.2912,89520.8031,23132.03684,306964.4046,251504.151,38663.3625,91.35,16705.54117
Category,Weekly,19,Conventional,Houston,2025/05/11,1.095273555,1193853.856,764921.0818,93227.17145,25002.27851,310703.3247,250498.5579,44241.75,174.825,15788.19178
Category,Weekly,18,Conventional,Houston,2025/05/04,1.134003688,1288829.068,794219.5323,116827.7294,25308.0106,352473.7957,300435.2786,35214.6375,153.8824985,16669.99717
Category,Weekly,17,Conventional,Houston,2025/04/27,1.202994008,1154975.387,653324.143,139929.226,6289.76725,355432.2507,308857.4426,29293.95,212.23125,17068.6268
Category,Weekly,16,Conventional,Houston,2025/04/20,1.163713935,1151940.828,684257.4902,108513.3742,916.019826,358253.9438,309549.9017,30158.3625,173.64375,18372.0359
Category,Weekly,15,Conventional,Houston,2025/04/13,1.032423248,1268157.912,814662.9291,50324.60816,1306.309162,401864.0652,353417.7711,31544.625,177.1875,16724.48154
Category,Weekly,14,Conventional,Houston,2025/04/06,1.038034217,1264090.057,830529.7353,42004.18584,550.0141794,391006.1217,340202.3049,33566.79375,164.9138563,17072.10925
Category,Weekly,13,Conventional,Houston,2025/03/30,1.067027539,1170367.813,754092.5563,49706.41731,282.1745048,366286.6653,317887.6194,31486.48125,203.5037636,16709.06089
Category,Weekly,12,Conventional,Houston,2025/03/23,1.059115659,1182453.088,741172.729,61688.28244,469.2724471,379122.8037,296417.9329,66508.05,179.15625,16017.66449
Category,Weekly,11,Conventional,Houston,2025/03/16,1.050186256,1201195.251,570423.513,237259.951,155.0458047,393356.7414,313230.7292,66085.92393,340.3798918,13699.70837
Category,Weekly,10,Conventional,Houston,2025/03/09,1.064937743,1229591.969,555020.7444,285637.4541,170.1897332,388763.5806,318612.6436,54808.57919,284.3319928,15058.02576
Category,Weekly,9,Conventional,Houston,2025/03/02,1.138981547,1098739.19,556750.3712,124242.084,623.1892418,417123.546,351893.0334,47532.45,742.3193004,16955.74328
Category,Weekly,8,Conventional,Houston,2025/02/23,1.143555199,1043213.516,532357.9515,112033.6192,176.2776462,398645.6675,327790.7149,52991.00625,1966.765693,15897.18071
Category,Weekly,7,Conventional,Houston,2025/02/16,1.064858231,1170415.759,716496.0471,107161.7647,1056.270352,345701.6764,258590.4047,64536.78748,4464.872798,18109.61141
Category,Weekly,6,Conventional,Houston,2025/02/09,1.017574894,1415170.152,849106.1627,147091.7647,259.180754,418713.0437,327883.0508,64682.84117,6050.096111,20097.05565
Category,Weekly,5,Conventional,Houston,2025/02/02,1.060432942,1222443.864,698500.1949,132195.9397,442.5249589,391305.2042,294967.034,72797.70152,7306.329576,16234.13916
Category,Weekly,4,Conventional,Houston,2025/01/26,1.031806635,1100145.316,660991.3227,115234.0611,184.5778924,323735.3544,262181.7829,37253.09918,11830.87794,12469.59437
Category,Weekly,3,Conventional,Houston,2025/01/19,0.97022342,1360724.97,760470.9035,147737.5145,189.7003683,452326.8518,356267.7561,65279.025,13173.75919,17606.31154
Category,Weekly,2,Conventional,Houston,2025/01/12,0.934388422,1398158.866,744575.5856,145801.1273,231.9178945,507550.2353,454898.9272,30690.975,7323.628462,14636.70458
Category,Weekly,1,Conventional,Houston,2025/01/05,1.068052344,1152412.499,635658.2012,112020.0721,366.26826,404367.957,355862.6825,25392.54375,6945.967856,16166.7629
Category,Weekly,52,Conventional,Indianapolis,2025/12/28,1.001229406,325289.453,126147.6927,61245.91173,13296.09377,124599.7548,106645.4182,6827.23125,491.4,10635.7053
Category,Weekly,51,Conventional,Indianapolis,2025/12/21,1.041592798,330675.3135,130178.2373,53547.8433,10412.47235,136536.7606,116816.5127,12660.375,404.775,6655.09786
Category,Weekly,50,Conventional,Indianapolis,2025/12/14,1.064104414,348435.5373,138258.5541,65500.04142,11109.27509,133567.6666,114532.8253,10825.63125,462.65625,7746.553806
Category,Weekly,49,Conventional,Indianapolis,2025/12/07,1.000109647,346721.3397,134085.2411,75420.9168,6219.180069,130996.0018,114260.4103,9272.025,352.0125,7111.553951
Category,Weekly,48,Conventional,Indianapolis,2025/11/30,1.025514231,307212.5568,117865.3204,73993.27246,2861.838488,112492.1254,96181.80532,10360.74375,278.775,5670.801374
Category,Weekly,47,Conventional,Indianapolis,2025/11/23,1.051969959,323678.8731,131925.908,64008.07568,3311.73868,124433.1507,105984.3569,11135.25,414.61875,6898.925069
Category,Weekly,46,Conventional,Indianapolis,2025/11/16,1.028961361,347110.2609,122812.9093,87022.95992,2520.020817,134754.3708,115357.4963,13147.00825,375.24375,5874.622497
Category,Weekly,45,Conventional,Indianapolis,2025/11/09,1.040099741,358075.223,121719.9873,92780.99375,4731.706865,138842.5351,126200.1048,6569.856267,437.0625,5635.511554
Category,Weekly,44,Conventional,Indianapolis,2025/11/02,1.104244794,346607.8253,126412.2649,84513.84061,2669.068885,133012.6509,114220.4664,12382.14481,355.55625,6054.483456
Category,Weekly,43,Conventional,Indianapolis,2025/10/26,1.122596766,349491.8714,123463.1599,80787.68895,2599.3062,142641.7163,122746.0645,16443.7875,313.03125,3138.833082
Category,Weekly,42,Conventional,Indianapolis,2025/10/19,1.093798186,325987.7394,114329.6251,75714.13599,7300.467548,128643.5108,114054.9936,12402.99375,398.08125,1787.442196
Category,Weekly,41,Conventional,Indianapolis,2025/10/12,1.105422005,328175.7358,104829.3926,84227.62284,14387.99811,124730.7223,110573.4049,11559.05625,358.3125,2239.948629
Category,Weekly,40,Conventional,Indianapolis,2025/10/05,1.21792873,328446.6312,100062.7759,78585.44048,24106.25186,125692.1629,107786.9141,12239.85,333.9,5331.498866
Category,Weekly,39,Conventional,Indianapolis,2025/09/28,1.296692307,327296.8263,107754.182,64114.71481,22944.73982,132483.1896,106964.571,16976.53125,396.50625,8145.581118
Category,Weekly,38,Conventional,Indianapolis,2025/09/21,1.263152448,309046.1418,115848.52,49873.12742,10032.40824,133292.0862,110307.6052,16785.3,368.15625,5831.024719
Category,Weekly,37,Conventional,Indianapolis,2025/09/14,1.258202539,317891.3001,105591.7559,70717.42435,12883.59495,128698.5249,109274.8963,11691.7395,337.8375,7394.051637
Category,Weekly,36,Conventional,Indianapolis,2025/09/07,1.343409817,305803.6218,99338.73718,74187.36192,14422.37617,117855.1465,104276.5124,10670.0431,343.35,2565.241021
Category,Weekly,35,Conventional,Indianapolis,2025/08/31,1.280581659,301906.9377,101048.2827,60645.93119,10059.07693,130153.6468,105201.9394,17563.77474,310.66875,7077.263977
Category,Weekly,34,Conventional,Indianapolis,2025/08/24,1.301677798,323436.8593,122946.6498,54270.4025,25505.58158,120714.2255,96545.49828,16664.8407,444.54375,7059.342753
Category,Weekly,33,Conventional,Indianapolis,2025/08/17,1.27435194,328972.9716,108833.8738,68714.04418,8457.01517,142968.0385,126402.8637,9891.39375,373.275,6300.506013
Category,Weekly,32,Conventional,Indianapolis,2025/08/10,1.333158018,325358.9416,115878.2743,66075.82883,10320.47674,133084.3617,111754.4403,13964.86875,402.4125,6962.640121
Category,Weekly,31,Conventional,Indianapolis,2025/08/03,1.266060818,342828.6049,127844.7514,52704.47421,32154.3326,130125.0467,112645.9277,13878.375,424.4625,3176.281545
Category,Weekly,30,Conventional,Indianapolis,2025/07/27,1.2656256,348576.475,111943.816,76259.37906,33546.937,126826.3429,110540.5286,14784.91875,385.875,1115.020597
